idle_CPU_usage,peak_CPU_usage,avg_throughput_TPS,peak_throughput_TPS,RAM_size_GB
0.0,0.88,2837.788,12831.48,59.9
-0.01,0.99,506.658,12762.78,44.0
0.01,0.45,943.889,15161.64,45.9
0.31,0.97,2681.262,34548.26,22.1
0.02,0.59,1043.792,11383.41,34.3
0.27,0.5,2599.187,13188.54,45.2
0.02,0.9,173.444,34820.9,51.7
0.32,0.92,500.826,35723.87,25.6
0.3,0.82,1302.957,11559.93,17.9
0.3,0.59,1671.491,35638.94,29.8
0.33,0.84,1379.321,34916.63,39.3
-0.0,0.95,2803.822,33697.07,17.1
0.01,0.56,2587.065,13477.26,52.1
-0.03,0.92,2472.903,34681.6,18.8
0.04,1.0,2996.077,12583.21,61.1
0.03,0.97,2460.997,36340.94,33.1
0.04,0.5,1377.132,36801.11,17.8
-0.03,0.95,1810.141,14119.54,48.9
0.02,0.96,2277.918,13224.65,53.2
-0.01,0.95,1030.637,14931.09,22.9
0.33,0.44,1433.145,16478.15,59.2
0.0,0.89,1056.423,12237.12,16.2
0.04,0.5,2583.731,35051.07,17.0
0.32,0.95,1591.03,35405.08,24.6
0.29,0.96,1593.741,10117.72,24.8
-0.0,0.69,2542.649,13929.29,32.5
-0.02,0.85,952.906,34412.57,22.3
0.04,0.92,390.629,36441.66,46.2
-0.03,0.94,372.572,13242.09,25.4
0.01,0.88,208.999,35680.62,63.8
0.02,0.83,294.307,33088.67,54.6
-0.0,0.96,212.501,12564.82,50.2
-0.03,0.93,403.901,14724.34,51.9
0.02,0.43,1274.106,13239.29,19.8
0.03,0.91,2323.381,12161.09,48.5
-0.02,0.47,1990.5,33667.02,22.9
0.3,0.47,2664.787,12173.22,63.5
0.02,0.56,2199.033,35965.94,34.7
0.28,0.45,2872.707,36684.74,17.5
-0.01,0.86,1553.904,35012.47,28.0
0.33,0.56,2349.098,34545.16,18.5
0.01,0.9,1582.739,37005.32,17.6
0.31,0.92,511.298,35507.42,60.1
0.04,0.53,1628.048,32473.38,58.0
0.28,0.95,1292.093,12101.25,32.9
0.01,0.85,752.274,12057.55,50.9
-0.03,0.93,2057.47,12397.16,24.0
0.01,0.9,2751.439,36461.6,23.3
0.31,0.89,1422.868,15459.13,47.0
0.32,0.51,1079.293,13283.01,22.0
0.01,0.54,186.022,36166.04,50.6
0.02,0.94,2123.018,13080.82,32.6
0.06,0.91,1340.223,36524.99,22.4
0.33,0.48,2537.159,13461.36,51.7
0.32,0.57,258.843,15294.77,32.7
0.04,0.52,1892.785,12327.06,59.3
0.3,0.83,1338.92,11241.26,52.4
-0.01,1.0,1273.027,15299.33,32.7
0.35,0.54,1279.388,12165.07,17.9
0.05,0.95,2210.933,35683.8,31.8
0.28,0.52,2610.9,11763.59,63.7
0.02,0.49,2257.548,14640.99,37.4
0.27,0.9,2903.799,14924.6,17.9
0.33,0.44,2661.599,12822.73,46.6
0.35,0.55,987.169,36899.98,35.6
0.33,0.49,2092.382,36853.92,20.5
0.27,0.94,2543.453,36491.32,28.0
0.01,0.53,2706.889,36897.23,50.0
-0.02,0.92,838.207,36405.87,52.4
0.32,0.87,2984.746,35572.76,52.3
-0.02,0.49,673.766,11506.25,21.8
0.33,0.98,197.073,35666.45,35.9
0.25,0.98,2835.634,34996.93,58.5
0.01,0.53,1099.706,14881.43,30.1
0.25,0.47,2216.519,36062.19,17.0
0.27,0.96,2274.207,11636.14,56.8
0.33,0.84,340.772,35745.28,22.6
-0.01,0.92,1318.671,14425.93,37.6
0.04,0.8,175.069,35319.6,26.4
0.31,0.45,2548.668,33010.81,55.2
0.3,0.89,2201.113,34728.07,28.8
0.26,0.5,376.91,36496.41,57.7
0.07,0.9,992.971,12544.94,30.9
0.31,0.49,1476.659,35949.34,54.7
0.33,0.88,303.207,12743.49,50.4
-0.01,0.85,1425.814,13014.68,37.5
-0.02,0.47,748.616,36158.44,51.1
0.35,0.53,797.097,37593.18,36.3
0.29,0.62,2942.333,13355.95,21.3
0.0,0.49,1286.462,37275.04,42.8
0.29,0.85,578.228,12741.44,19.5
0.24,0.98,2221.524,36281.52,26.4
0.3,0.91,625.832,36162.51,44.8
0.11,0.43,1619.412,35455.86,42.3
0.29,0.86,503.239,13196.56,19.3
0.24,0.8,2324.873,13999.31,64.0
-0.02,0.9,977.031,15444.57,33.7
0.32,0.4,2562.477,15484.69,54.5
0.33,0.87,2434.043,34658.76,33.2
0.06,0.82,1143.509,35647.06,18.9
-0.01,0.5,1056.276,11561.84,40.0
0.01,0.99,2695.417,12304.77,60.1
0.04,0.41,437.435,13607.83,62.8
0.29,0.44,804.15,12977.73,41.3
0.3,0.89,452.297,36622.44,25.2
0.01,0.86,864.646,13735.84,43.5
0.02,0.47,997.21,37823.16,29.9
0.2,0.83,421.031,14694.47,21.8
0.29,0.88,1208.005,35215.6,54.0
0.33,0.9,1395.633,36709.69,47.2
0.0,0.51,884.133,13028.39,59.6
0.28,0.9,1335.781,15267.46,50.7
0.3,0.92,1879.442,35993.31,29.5
0.03,0.56,892.152,10887.62,41.2
0.3,0.92,994.291,36808.65,20.5
0.3,0.94,2417.351,36200.16,31.0
0.34,0.45,1513.132,36598.8,28.5
-0.03,0.52,929.641,35693.84,47.7
0.34,0.56,1218.313,11900.21,28.4
-0.02,0.87,1943.923,36551.77,56.3
0.03,0.6,367.571,36447.24,51.1
0.3,0.89,1537.635,13343.42,63.3
0.01,0.9,2152.182,34641.56,31.2
0.01,0.42,2505.881,37813.47,34.5
-0.01,0.66,1025.931,12969.07,35.1
0.29,0.54,1768.143,13764.49,33.9
0.06,0.95,1379.81,38236.07,30.5
0.3,0.88,1624.048,35351.89,40.0
0.01,0.53,2193.328,35934.6,46.6
0.24,0.92,188.836,35864.39,34.8
0.04,0.95,1906.861,14291.37,33.6
0.3,0.89,1707.245,13226.15,25.4
0.29,0.5,1153.797,15227.4,55.5
-0.0,0.9,2024.975,13137.02,61.3
-0.0,0.89,176.241,37225.19,31.9
-0.01,0.47,5364.352,1109666.36,352.2
0.02,0.42,7012.867,572567.62,252.3
0.34,0.46,9898.823,1203773.0,326.6
-0.03,0.44,7236.032,490859.28,502.6
0.01,1.0,7586.026,498284.78,181.1
0.31,0.93,8145.184,1222295.52,604.9
0.32,0.52,9352.34,1226235.33,910.5
0.01,0.53,8215.01,1213119.7,979.6
0.06,0.96,5360.82,1188234.41,919.2
0.06,0.46,5812.935,498993.37,755.3
0.27,0.51,5987.365,1258174.52,775.3
0.34,0.88,6295.177,495138.11,991.1
-0.01,0.43,9769.087,1216573.71,377.4
0.0,0.94,7028.793,1143881.4,506.3
-0.01,0.59,9391.115,1193511.99,359.8
0.05,0.54,9663.131,1263668.05,141.1
-0.04,0.51,5504.5,1240135.96,207.7
0.3,0.87,7539.543,444349.14,431.0
-0.01,0.51,9665.537,438541.18,225.4
0.02,0.5,5982.941,472612.22,162.0
0.34,0.83,9211.337,1211933.51,359.1
0.32,0.98,7167.325,488109.98,137.0
-0.02,0.95,8415.695,1223677.78,284.1
-0.05,0.47,6872.346,500711.81,193.1
0.02,0.55,9273.059,397615.51,625.5
-0.02,0.48,9129.416,1226072.12,492.9
0.29,0.44,9430.213,431877.73,1007.0
0.28,0.49,8532.338,482695.88,502.4
0.33,0.49,5965.939,500807.92,361.5
0.0,0.88,9318.246,1232393.58,801.9
0.33,0.55,5482.624,1222909.38,488.2
0.05,0.46,7151.365,509242.13,668.6
-0.04,0.6,9653.196,1230593.69,267.9
0.04,0.9,5492.681,1160416.29,465.7
0.02,0.93,6525.366,552801.02,151.7
0.05,0.89,9095.104,1216228.64,806.7
0.03,0.42,5545.059,1227510.39,502.6
0.28,0.99,8490.869,1206923.36,859.2
0.0,0.85,5540.416,1215954.27,410.7
-0.0,0.59,7398.064,1209509.21,643.3
-0.03,0.57,6444.421,503064.98,477.3
0.33,0.53,7235.396,1210596.94,968.6
0.02,0.89,5615.708,475046.35,568.2
-0.01,0.45,5946.712,1203096.7,154.6
0.29,0.44,8991.561,518053.19,900.0
0.35,0.47,9870.096,1161687.79,343.3
-0.01,0.56,5487.55,452383.7,942.3
0.04,0.55,8114.812,532081.68,840.6
0.01,0.86,5221.016,1196963.99,725.5
0.23,0.94,8532.913,529901.97,251.1
0.33,0.9,7789.347,435352.3,946.0
0.02,0.57,7092.385,1203122.44,344.9
0.32,0.93,5011.043,403596.61,772.6
-0.01,0.88,5601.697,459180.6,873.8
0.28,0.61,9121.721,1233855.13,163.1
0.32,0.95,7984.685,469423.74,822.4
-0.03,0.9,6477.711,461236.39,348.0
-0.01,0.53,6339.571,446657.04,198.1
0.31,0.93,5255.534,1109406.32,1000.3
-0.01,0.88,5370.964,1226097.77,1022.1
0.01,0.95,6336.251,1237216.84,532.3
0.35,0.5,8717.857,1170968.34,708.6
-0.03,0.46,6344.608,1141269.46,681.8
0.3,0.99,5815.534,1174763.0,380.3
0.34,0.54,8811.277,1206218.75,483.2
0.04,0.91,8438.468,1185423.07,370.6
0.04,0.54,5318.467,1180297.49,211.4
0.29,0.51,9320.411,474567.95,247.6
0.3,0.49,5360.977,479110.26,295.1
0.04,0.52,7023.183,1231486.19,947.4
-0.04,0.51,5540.187,1184028.66,647.7
-0.05,0.94,7945.552,458035.98,670.4
0.01,0.95,5074.644,434444.59,921.2
0.32,0.89,9908.921,1194708.74,299.8
0.27,0.48,9546.271,1262927.14,611.5
0.34,0.59,7784.215,462970.22,840.0
0.0,0.95,8953.383,1213706.71,587.2
0.31,0.83,6926.136,1279931.48,806.9
0.33,0.45,5713.255,486059.52,642.2
0.01,1.0,9587.572,452148.25,667.8
0.32,0.6,8798.447,1204014.56,340.8
-0.03,0.43,9060.846,1213430.7,461.5
0.35,0.51,8761.897,425508.4,150.2
0.33,0.48,7886.565,458490.02,517.2
0.05,0.97,6196.418,484754.01,812.8
0.25,0.92,5335.606,1197338.71,998.9
0.33,0.93,7046.874,1192901.04,872.6
-0.02,0.54,5459.49,466712.96,696.3
0.28,0.52,9641.089,1220917.4,993.0
-0.01,0.95,8166.329,1270321.42,970.1
0.31,0.48,8544.15,1178942.31,823.2
0.32,0.51,5559.859,1159223.38,532.2
0.35,0.95,9679.31,465407.5,526.6
0.25,0.93,6516.897,1181595.81,905.7
0.33,0.47,8331.482,465929.65,785.3
0.02,0.45,9584.576,508501.85,179.1
0.26,0.92,9559.074,1231538.34,321.3
0.01,0.95,5152.645,1238005.24,780.1
-0.0,0.87,5304.312,495046.9,636.8
0.29,0.58,6400.693,603836.82,253.1
0.34,0.58,7783.148,1236338.98,417.4
0.33,0.84,8923.548,1208972.49,781.7
0.31,0.95,5656.055,476843.21,277.6
0.32,0.85,9446.098,1248001.18,751.1
0.04,0.97,7600.302,1166782.59,315.5
0.03,0.47,5935.394,420181.73,821.2
-0.0,0.95,6825.571,437784.43,473.4
-0.03,0.96,9549.035,420781.61,792.6
0.0,0.52,8006.612,519775.91,413.9
0.33,0.51,9010.404,451004.28,362.3
0.0,0.97,6048.349,1234713.74,418.7
0.29,0.92,7217.04,430178.3,446.2
0.33,0.97,7602.487,1252330.68,754.9
0.03,0.88,7848.502,1172478.32,503.8
-0.01,0.5,8867.005,551882.34,687.9
0.02,0.46,9746.958,459797.96,352.9
0.01,0.75,8029.202,429050.93,622.9
0.29,0.88,8676.481,452303.91,196.8
0.02,0.82,9701.544,1176567.94,917.2
0.04,0.53,7335.557,465351.23,399.6
0.28,0.54,9084.184,1197249.7,429.4
0.36,0.95,8188.964,430115.19,669.5
-0.0,0.93,8257.938,542420.08,801.5
-0.0,0.9,5836.938,1163727.05,168.8
0.38,0.96,9193.188,585339.52,790.5
0.32,0.93,8820.071,1183536.53,867.5
0.02,0.99,8815.326,1276899.91,399.6
0.29,0.87,8673.452,459362.45,699.0
0.05,0.45,7777.508,1218609.91,896.4
0.29,0.93,7249.048,1189968.38,567.5
0.3,0.52,7830.299,499293.52,236.9
0.28,0.94,9169.359,571217.45,959.8
0.32,0.55,7837.831,562838.77,465.8
0.37,0.54,9827.83,1226647.82,274.1
-0.01,1.0,7268.173,436073.49,471.3
0.03,0.55,6422.795,463994.29,386.5
0.07,0.53,9542.274,453362.54,899.8
0.3,0.47,5872.658,488190.56,525.6
0.27,0.91,6030.715,422694.98,845.9
-0.0,0.91,9707.31,1142169.84,199.8
0.32,0.53,6723.421,1240391.6,186.3
0.3,0.86,7782.718,493191.88,1021.1
0.34,0.85,5137.097,444046.63,707.9
0.31,0.83,6665.607,1149762.32,417.2
-0.02,0.92,8763.503,470288.42,843.5
0.34,0.98,5352.668,467739.72,909.1
0.02,0.89,9517.385,1115843.98,985.0
0.04,0.59,7948.297,499344.06,442.0
0.04,0.5,6777.21,477852.59,239.2
0.28,0.52,8305.262,470325.15,351.2
0.3,0.5,8723.21,486465.38,314.8
0.01,0.88,9848.831,1188520.68,850.5
0.32,0.86,9061.681,526440.78,306.6
0.32,0.85,5171.052,1250428.0,404.7
0.06,0.84,9280.786,1232486.75,775.3
-0.01,0.47,7657.269,1191913.27,1019.7
0.34,0.86,8887.366,1142949.95,1018.2
0.3,0.52,7902.729,1213874.34,808.2
0.02,0.87,9601.691,465436.6,757.8
-0.01,0.5,8696.996,1257137.54,594.4
0.24,0.57,6057.574,488622.73,488.2
0.35,0.51,7717.76,1226901.69,270.5
0.26,0.5,9202.119,1240360.05,576.6
0.03,0.9,9940.901,482172.17,523.7
0.31,0.88,9782.871,515237.39,395.9
0.04,0.92,8920.876,1240400.31,819.8
0.29,0.47,7527.379,1214815.59,1006.6
0.31,0.98,8609.608,1219303.25,653.7
-0.06,0.56,6080.217,533953.2,696.7
-0.03,0.51,6679.969,428769.3,916.6
0.0,0.46,9714.088,1204490.2,316.8
-0.01,0.53,6734.583,465484.3,589.7
0.04,0.59,6296.864,510021.03,629.9
0.03,0.61,8534.284,450658.11,405.7
0.05,0.47,8499.6,1270082.21,180.2
0.02,1.04,6568.464,1172519.35,842.9
-0.02,0.96,9828.986,1153478.62,981.2
-0.02,0.87,7261.265,1247058.48,355.8
0.33,0.88,8590.193,522208.6,712.6
0.01,0.51,7035.899,1248431.93,365.2
0.02,0.55,5874.943,1222864.81,642.8
0.02,0.85,6469.763,1205734.87,283.4
0.0,0.47,9949.978,495311.2,1000.3
0.31,0.5,5028.717,423155.53,384.5
-0.01,0.85,7626.074,1171168.76,444.3
0.0,0.94,7665.257,1232160.06,816.8
0.33,0.95,8427.527,466597.05,300.1
-0.02,0.87,6304.464,522928.44,319.3
0.03,0.93,5915.901,436760.8,365.3
0.03,0.57,5104.482,1253080.0,620.2
0.02,0.56,8007.471,1113788.36,640.9
-0.02,0.44,8481.732,1218714.55,842.3
0.29,0.58,5382.86,1240742.8,749.6
0.01,0.56,5393.689,1295498.82,211.2
0.01,0.87,6933.961,1063348.46,986.1
0.28,0.93,7117.623,466752.49,962.3
-0.03,0.93,5917.895,1251954.86,574.6
0.28,0.48,9792.803,1216367.65,966.4
0.29,0.58,7997.308,1233601.75,419.6
0.26,0.44,5128.101,467836.0,263.7
0.01,0.51,9634.275,442530.3,802.0
0.26,0.4,6953.437,460220.22,336.0
-0.01,0.59,9730.218,530009.24,871.3
0.26,0.54,6836.991,556865.87,948.9
0.28,0.58,5037.043,500041.73,189.7
0.01,0.54,7763.679,1242054.34,792.0
0.31,0.45,5750.741,1238722.21,838.7
0.02,0.93,9752.267,1160917.61,855.6
0.29,0.5,6123.013,1194020.56,517.6
-0.01,0.82,6539.353,414023.56,910.7
-0.0,0.88,9595.98,436260.77,855.9
0.06,0.55,9325.792,1236395.45,142.0
0.28,0.47,7337.696,458742.3,827.0
-0.06,0.42,9685.724,1179785.79,724.6
-0.03,0.49,8291.812,492958.52,422.9
-0.01,0.47,5068.903,466335.26,611.8
0.33,0.89,5337.818,553341.29,169.0
0.36,0.9,7507.933,1223697.69,264.2
-0.02,0.52,5696.564,1226450.19,561.4
0.38,0.51,8583.925,461378.67,226.1
0.35,0.51,5066.761,1214041.43,558.9
0.3,0.94,7912.466,524381.89,1009.0
0.33,0.9,6925.599,434164.42,704.1
0.04,0.47,6103.548,1161893.9,715.3
-0.01,0.96,6282.45,1277455.52,283.6
0.25,0.6,6593.703,461260.65,818.8
-0.01,0.54,6255.202,508693.24,163.2
-0.01,0.5,5932.141,467106.42,811.8
0.32,0.54,7956.96,1159925.1,996.9
0.03,0.94,7844.958,510631.51,161.8
0.01,0.42,8164.076,1248946.04,934.1
0.3,0.87,7174.839,1225960.59,315.6
0.04,0.51,5030.885,1168117.06,638.6
0.01,0.95,7767.59,481209.29,819.9
0.03,0.86,8680.047,417237.99,919.6
0.3,0.47,6969.403,1151209.0,637.8
0.29,0.85,8969.308,1251555.54,898.6
0.06,0.42,8796.286,1184808.34,569.9
0.02,0.89,8915.253,466841.88,520.0
0.07,0.93,5239.488,481466.87,202.3
-0.03,0.92,7095.7,1183355.8,241.2
0.29,0.55,8867.086,1207538.89,455.5
0.05,0.56,8880.096,386951.09,284.9
0.29,0.51,5245.501,1252178.88,143.9
-0.03,0.9,5297.279,480102.93,870.6
-0.0,0.5,6728.26,1247997.54,616.8
0.29,0.48,7302.464,470379.37,251.8
0.32,1.0,7867.759,471244.48,461.6
0.29,0.52,9372.344,1170772.71,975.7
0.01,0.46,7046.981,547920.69,249.3
0.29,0.51,9903.337,422207.25,892.7
0.28,0.91,9843.433,516053.99,308.3
-0.03,0.4,7310.03,520926.8,239.6
0.26,0.5,9018.164,1165162.15,619.3
-0.01,0.97,9816.131,446930.57,490.2
0.33,0.56,5330.589,1158007.0,766.9
0.21,0.94,9899.588,450980.94,681.2
0.31,0.93,7356.194,418736.79,821.2
0.03,0.88,6898.629,449759.75,303.5
0.3,0.99,8797.791,465347.71,877.9
0.29,0.57,8663.959,1157292.87,854.9
0.04,0.84,6992.731,460133.63,155.0
0.01,0.47,6662.909,508729.92,875.8
-0.02,0.42,6331.753,1164394.94,825.5
0.3,0.88,8104.654,491999.26,560.7
0.34,0.93,7658.163,1195514.54,449.0
-0.01,0.95,8938.555,1270395.13,670.0
0.0,0.85,7608.234,479102.36,134.4
0.09,0.95,5417.966,449582.26,631.5
0.08,0.96,6188.132,1229950.43,274.1
0.29,0.92,5985.642,473942.84,741.2
0.3,0.93,6413.156,494396.76,243.1
-0.0,0.48,9466.421,1235406.12,456.7
-0.04,0.92,6789.443,1223333.16,374.5
0.02,0.56,9505.482,1230870.75,487.2
-0.05,0.82,9596.807,445314.86,564.0
0.28,0.49,8255.636,1265285.7,562.3
0.33,0.54,6192.724,1228653.99,352.1
0.32,0.48,7492.963,461245.39,543.8
0.01,0.83,5700.183,1155176.16,977.8
0.0,0.49,5819.574,1161039.74,257.3
-0.01,0.95,7422.059,1221930.4,673.4
0.06,0.45,5049.981,463782.33,875.7
0.31,0.96,8170.656,1190952.0,215.9
-0.05,0.55,7872.129,542044.77,504.4
0.04,0.9,5349.562,1138750.81,557.0
-0.04,0.87,6438.819,497780.54,807.2
0.3,0.92,9878.215,1205331.44,897.3
0.01,0.57,6437.997,442723.0,715.2
0.35,0.92,6329.798,1221786.58,167.8
0.26,0.47,8356.992,1205775.0,634.4
0.27,1.01,9571.084,1138850.36,720.0
0.24,0.86,6448.464,1209917.17,350.8
-0.03,0.83,9669.665,457983.77,400.9
0.34,0.99,6426.337,1201628.49,904.3
0.27,0.53,6105.476,542478.79,378.4
0.07,0.9,7492.511,1189910.33,191.7
0.31,1.02,5784.884,1188000.43,249.7
0.34,0.84,8934.571,613387.4,197.2
0.31,0.87,8192.908,1216867.13,833.6
-0.0,0.5,8147.432,1238629.02,134.2
0.34,0.55,9663.018,510895.03,862.8
0.3,0.9,5296.38,568395.1,246.0
0.29,0.48,7121.339,1225267.76,493.7
0.32,0.89,7903.035,1151777.08,167.2
0.35,0.49,7908.744,1188243.94,661.9
-0.04,0.78,6947.816,477592.97,540.8
0.29,0.54,5924.01,472288.41,519.4
0.01,0.99,6782.482,1250489.26,388.4
0.3,0.45,6083.897,461728.71,413.4
0.0,0.96,6153.785,1216443.99,296.3
0.31,0.57,7915.083,1178219.01,906.3
0.0,0.59,5099.122,408855.55,738.0
0.33,0.92,6044.304,1231079.84,850.0
0.34,0.57,6109.999,1149725.71,546.9
0.02,0.43,5010.135,1247459.24,314.1
0.3,0.51,9246.343,435424.02,765.3
0.3,1.0,6975.21,1166648.36,822.9
-0.0,0.58,9259.554,575393.9,805.5
0.05,0.49,5238.671,1222032.3,172.9
0.04,0.93,5041.145,492745.85,382.0
0.31,0.88,8706.561,477863.89,931.1
0.01,0.54,6265.972,1146452.99,315.9
0.33,0.96,6629.152,1168139.4,599.8
0.33,0.96,8947.794,1166928.53,566.4
0.3,0.51,8044.919,487925.06,545.8
0.29,0.55,9231.913,1238182.84,673.5
-0.02,0.87,6038.745,457957.12,240.9
0.01,0.99,8274.454,1208905.9,878.5
0.03,0.9,6418.947,1064682.17,717.7
-0.01,0.92,6837.632,1245683.84,686.3
-0.04,0.96,6515.13,576635.13,670.7
0.33,0.49,9351.105,1234550.75,586.0
0.31,0.9,8488.059,497800.22,339.9
0.24,0.51,5729.388,422520.12,345.6
-0.03,0.93,9057.333,1206479.26,336.2
0.31,0.95,5459.874,1122247.29,1008.7
0.05,0.49,9858.76,1175632.91,906.0
0.04,0.97,6841.917,486146.94,829.9
0.3,0.96,5183.1,446846.68,671.0
0.03,0.39,5917.579,498876.25,261.0
0.01,1.01,8117.472,425177.32,739.1
0.31,0.45,9604.594,606159.81,295.6
0.27,0.46,8325.48,478188.17,834.4
0.28,0.84,5381.691,496401.87,880.9
0.01,0.5,5666.189,493646.14,260.2
-0.0,0.94,9486.106,461438.02,377.6
-0.02,0.53,5042.003,487894.19,506.1
0.06,0.47,6063.064,1199511.28,572.9
0.29,0.51,8439.706,1229283.09,233.3
0.29,0.41,6076.41,1204278.63,454.0
0.01,0.89,7594.987,427689.74,329.1
0.01,0.98,5278.889,1121090.79,495.5
0.34,0.48,6473.018,465880.92,413.8
0.04,0.49,7832.409,1222732.91,932.9
0.29,0.91,9067.724,525551.5,716.7
0.06,0.86,7097.594,464550.6,622.2
-0.02,0.89,5212.121,512594.11,866.1
-0.0,0.91,9453.999,1257362.78,812.3
0.03,0.89,8876.376,504988.41,450.7
0.3,0.89,6613.195,1206399.7,426.8
-0.01,0.86,7764.41,1220536.16,729.5
0.29,0.44,5020.133,1153602.11,659.6
0.34,0.87,6213.413,500189.86,664.5
0.01,0.88,9204.223,1285459.3,645.5
0.34,0.63,9661.144,1205496.26,507.4
0.35,0.46,9779.271,1184560.83,229.1
-0.01,0.98,8851.813,1238728.37,626.9
0.31,0.51,6411.94,434475.04,196.4
0.0,0.97,5914.429,444652.68,625.6
0.32,0.94,6449.145,548087.39,882.6
-0.04,0.96,6519.793,478040.43,984.3
-0.01,0.52,5097.046,1270339.73,536.5
0.27,0.94,7957.724,524903.06,673.1
0.31,0.42,9286.194,1204190.37,707.8
0.27,0.96,8015.496,438550.97,925.0
0.28,0.53,8500.395,1207497.43,494.9
0.0,0.6,6410.555,570707.2,636.3
0.31,0.85,5514.379,1233426.44,465.2
-0.05,0.99,5406.777,476912.55,789.0
0.32,0.43,6849.54,1210715.45,668.4
0.0,0.43,9043.891,463045.25,947.9
0.04,0.97,8361.408,451493.07,634.7
0.3,0.54,8313.253,1183085.95,771.5
0.06,0.95,8343.389,457490.17,824.2
0.31,0.53,5218.444,410505.01,591.8
0.02,0.84,8367.388,1229431.71,573.5
0.28,0.47,9541.244,483058.73,927.0
0.01,0.53,7188.475,433512.82,998.7
0.31,0.79,7340.515,393890.1,809.4
0.3,0.54,5050.178,1176649.57,863.1
0.29,0.86,6730.916,472482.73,349.6
0.29,0.94,6794.254,1274378.32,445.0
0.02,0.92,7407.559,495860.5,383.6
-0.02,0.47,7360.636,1209091.4,295.3
0.0,0.5,8953.644,1224667.39,887.9
0.31,0.87,6848.436,404433.26,691.7
0.32,0.92,8087.408,1184377.44,830.6
0.3,0.49,5446.555,582762.99,912.4
-0.02,0.86,8510.452,508535.13,999.5
